loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1702,BW-3702,Fixed,2022-04-20,2052-04-20,168120,162157,3.577,360,GA,DebtConsolidation,F,< 1 year,$50k-$100k,Late (30-59 days),21,Apex Servicing,2026-08-11,2026-08-27,,OriginationSystem
LN-1703,BW-3703,VA,2023-04-15,2038-04-15,499877,371167,8.530,180,NC,Refinance,A,< 1 year,$50k-$100k,Late (60-89 days),38,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1704,BW-3704,Fixed,2023-09-20,2053-09-20,237429,205318,6.201,360,GA,Refinance,C,1-3 years,$50k-$100k,Late (60-89 days),20,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1705,BW-3705,Fixed,2022-02-19,2052-02-19,255626,199683,5.628,360,IL,Purchase,HR,3-5 years,$150k+,Current,0,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1706,BW-3706,Fixed,2020-05-05,2035-05-05,378730,354360,6.167,180,NC,DebtConsolidation,D,5+ years,$50k-$100k,Late (30-59 days),19,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1707,BW-3707,FHA,2020-01-13,2050-01-13,193141,162085,8.741,360,IL,Purchase,E,< 1 year,$100k-$150k,Current,0,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1708,BW-3708,FHA,2023-07-01,2038-07-01,348544,287802,6.082,180,GA,DebtConsolidation,D,3-5 years,$100k-$150k,Grace Period,7,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1709,BW-3709,FHA,2021-06-30,2036-06-30,305417,231648,5.954,180,PA,Purchase,B,5+ years,$100k-$150k,Current,0,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1710,BW-3710,Fixed,2022-11-11,2052-11-11,434599,382830,7.325,360,IL,DebtConsolidation,D,1-3 years,$150k+,Late (60-89 days),41,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1711,BW-3711,ARM,2024-05-04,2054-05-04,459914,444666,9.192,360,MI,DebtConsolidation,E,< 1 year,$0-$50k,Current,0,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1712,BW-3712,ARM,2024-10-16,2054-10-16,462890,425501,9.484,360,FL,Purchase,F,< 1 year,$100k-$150k,Grace Period,25,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1713,BW-3713,ARM,2022-07-26,2052-07-26,226605,154510,7.852,360,IL,Purchase,C,3-5 years,$150k+,Grace Period,30,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1714,BW-3714,Fixed,2021-10-11,2036-10-11,438609,388487,4.085,180,CA,Purchase,B,5+ years,$150k+,Late (60-89 days),35,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1715,BW-3715,VA,2020-08-15,2050-08-15,184632,115271,9.021,360,OH,Refinance,A,5+ years,$50k-$100k,Grace Period,8,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-1716,BW-3716,ARM,2022-12-26,2052-12-26,220996,166355,6.694,360,IL,DebtConsolidation,A,< 1 year,$0-$50k,Grace Period,26,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1717,BW-3717,Fixed,2020-11-17,2050-11-17,460869,355436,5.500,360,PA,Refinance,D,5+ years,$100k-$150k,Current,0,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-1718,BW-3718,FHA,2020-02-23,2050-02-23,364055,191871,8.502,360,GA,DebtConsolidation,D,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-1719,BW-3719,ARM,2020-08-13,2050-08-13,484253,456935,8.561,360,FL,Refinance,D,5+ years,$50k-$100k,Current,0,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1720,BW-3720,ARM,2021-04-13,2051-04-13,322357,205105,7.370,360,GA,Purchase,A,< 1 year,$100k-$150k,Late (30-59 days),2,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-1721,BW-3721,ARM,2023-01-31,2053-01-31,240840,198063,7.475,360,PA,Refinance,E,1-3 years,$150k+,Late (60-89 days),6,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1722,BW-3722,VA,2023-03-08,2038-03-08,412800,287503,8.145,180,CA,DebtConsolidation,F,3-5 years,$0-$50k,Late (60-89 days),32,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1723,BW-3723,Fixed,2023-04-22,2053-04-22,173991,173660,3.690,360,CA,DebtConsolidation,E,1-3 years,$100k-$150k,Grace Period,38,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-1724,BW-3724,VA,2023-10-27,2053-10-27,156368,155025,3.599,360,CA,DebtConsolidation,A,5+ years,$100k-$150k,Current,0,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1725,BW-3725,ARM,2024-01-31,2054-01-31,381739,371056,8.980,360,FL,Purchase,A,5+ years,$0-$50k,Late (30-59 days),13,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1726,BW-3726,ARM,2023-06-27,2053-06-27,316317,280359,6.823,360,OH,Purchase,F,3-5 years,$0-$50k,Late (60-89 days),25,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1727,BW-3727,ARM,2021-01-15,2051-01-15,332022,278128,8.634,360,MI,Refinance,A,< 1 year,$0-$50k,Grace Period,3,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1728,BW-3728,ARM,2023-05-31,2053-05-31,457500,343445,3.554,360,CA,Purchase,B,< 1 year,$50k-$100k,Grace Period,38,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1729,BW-3729,FHA,2024-05-19,2039-05-19,465002,344202,9.323,180,OH,Refinance,F,5+ years,$150k+,Late (30-59 days),43,Summit Mortgage,2026-08-22,2026-08-27,,OriginationSystem
LN-1730,BW-3730,FHA,2024-12-11,2054-12-11,441190,327739,6.241,360,CA,Refinance,C,< 1 year,$0-$50k,Late (30-59 days),25,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1731,BW-3731,VA,2020-10-10,2050-10-10,164554,128885,9.078,360,TX,Refinance,HR,< 1 year,$50k-$100k,Grace Period,32,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-1732,BW-3732,VA,2021-11-13,2036-11-13,374200,190524,8.564,180,TX,Purchase,E,1-3 years,$50k-$100k,Late (60-89 days),43,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1733,BW-3733,FHA,2022-09-27,2037-09-27,216875,216275,3.565,180,PA,DebtConsolidation,HR,< 1 year,$0-$50k,Late (60-89 days),18,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1734,BW-3734,Fixed,2022-02-04,2052-02-04,409703,374437,8.324,360,GA,DebtConsolidation,E,1-3 years,$50k-$100k,Late (60-89 days),36,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1735,BW-3735,FHA,2022-01-31,2052-01-31,384229,259734,8.409,360,NC,DebtConsolidation,A,1-3 years,$150k+,Current,0,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-1736,BW-3736,FHA,2024-03-11,2039-03-11,404285,366011,7.948,180,FL,DebtConsolidation,A,3-5 years,$100k-$150k,Late (30-59 days),4,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-1737,BW-3737,Fixed,2024-10-05,2054-10-05,246844,164334,7.051,360,MI,DebtConsolidation,F,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-1738,BW-3738,FHA,2021-08-02,2036-08-02,338339,254926,7.819,180,IL,Purchase,E,< 1 year,$150k+,Late (60-89 days),9,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-1739,BW-3739,VA,2022-05-02,2052-05-02,498188,362475,8.125,360,GA,Purchase,B,3-5 years,$0-$50k,Grace Period,44,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1740,BW-3740,FHA,2021-12-14,2051-12-14,201936,171875,7.895,360,TX,DebtConsolidation,F,1-3 years,$150k+,Late (60-89 days),44,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1741,BW-3741,Fixed,2022-01-15,2052-01-15,307663,242414,4.075,360,CA,DebtConsolidation,E,3-5 years,$100k-$150k,Late (60-89 days),12,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-1742,BW-3742,FHA,2021-08-25,2051-08-25,285697,174713,6.756,360,IL,DebtConsolidation,E,5+ years,$0-$50k,Late (60-89 days),9,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1743,BW-3743,FHA,2022-09-03,2052-09-03,434914,358897,3.999,360,CA,Purchase,E,3-5 years,$150k+,Late (30-59 days),0,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1744,BW-3744,ARM,2022-01-20,2052-01-20,349959,309534,6.736,360,OH,DebtConsolidation,HR,5+ years,$150k+,Late (60-89 days),43,Apex Servicing,2026-08-11,2026-08-27,,OriginationSystem
LN-1745,BW-3745,VA,2021-07-06,2051-07-06,200847,152956,7.018,360,GA,Purchase,E,< 1 year,$0-$50k,Current,0,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1746,BW-3746,VA,2024-09-03,2054-09-03,403950,301076,5.809,360,MI,Refinance,E,5+ years,$50k-$100k,Current,0,Apex Servicing,2026-08-11,2026-08-27,,OriginationSystem
LN-1747,BW-3747,ARM,2021-12-13,2051-12-13,339624,261520,5.984,360,PA,DebtConsolidation,HR,3-5 years,$100k-$150k,Late (30-59 days),13,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1748,BW-3748,ARM,2022-03-08,2052-03-08,198424,141994,7.988,360,CA,Purchase,A,< 1 year,$100k-$150k,Grace Period,18,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-1749,BW-3749,FHA,2020-10-17,2035-10-17,341651,217284,4.261,180,IL,Purchase,D,5+ years,$0-$50k,Grace Period,7,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1750,BW-3750,FHA,2022-03-21,2052-03-21,359300,248436,8.620,360,MI,DebtConsolidation,F,1-3 years,$150k+,Late (60-89 days),13,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1751,BW-3751,FHA,2024-11-16,2039-11-16,447189,259340,8.891,180,FL,DebtConsolidation,C,< 1 year,$50k-$100k,Current,0,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1752,BW-3752,FHA,2022-02-28,2052-02-29,441721,340206,3.520,360,GA,Purchase,A,1-3 years,$0-$50k,Grace Period,28,Apex Servicing,2026-08-11,2026-08-27,,OriginationSystem
LN-1753,BW-3753,FHA,2023-10-08,2038-10-08,255962,168093,4.336,180,OH,DebtConsolidation,B,1-3 years,$150k+,Current,0,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1754,BW-3754,Fixed,2024-05-20,2054-05-20,167266,148238,7.434,360,GA,DebtConsolidation,D,1-3 years,$150k+,Current,0,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1755,BW-3755,Fixed,2020-06-17,2035-06-17,369800,242664,8.426,180,GA,Purchase,C,1-3 years,$0-$50k,Late (30-59 days),26,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1756,BW-3756,Fixed,2022-01-31,2052-01-31,141562,109770,9.174,360,CA,DebtConsolidation,E,5+ years,$100k-$150k,Grace Period,28,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1757,BW-3757,VA,2022-07-07,2052-07-07,167885,148807,8.426,360,CA,Purchase,C,1-3 years,$150k+,Late (30-59 days),3,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1758,BW-3758,VA,2023-11-22,2038-11-22,492360,305846,7.836,180,PA,Purchase,A,3-5 years,$150k+,Late (30-59 days),23,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-1759,BW-3759,Fixed,2024-09-21,2054-09-21,155189,96925,4.376,360,MI,DebtConsolidation,B,5+ years,$100k-$150k,Grace Period,31,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1760,BW-3760,Fixed,2024-11-24,2054-11-24,451683,321901,4.098,360,IL,Refinance,E,1-3 years,$150k+,Grace Period,5,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1761,BW-3761,ARM,2020-03-21,2050-03-21,144276,85743,6.494,360,FL,DebtConsolidation,A,< 1 year,$100k-$150k,Late (30-59 days),24,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-1762,BW-3762,VA,2022-09-15,2052-09-15,199596,194325,7.364,360,IL,Refinance,F,< 1 year,$150k+,Late (30-59 days),32,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1763,BW-3763,VA,2021-04-21,2051-04-21,390633,272619,5.070,360,FL,Purchase,C,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1764,BW-3764,VA,2020-12-22,2050-12-22,354033,238679,3.575,360,NC,Refinance,B,3-5 years,$0-$50k,Current,0,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-1765,BW-3765,Fixed,2022-12-05,2052-12-05,372449,353787,8.396,360,OH,Refinance,A,3-5 years,$50k-$100k,Late (60-89 days),43,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1766,BW-3766,FHA,2023-10-14,2053-10-14,229881,151114,3.558,360,NY,Refinance,E,< 1 year,$0-$50k,Grace Period,11,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1767,BW-3767,FHA,2020-03-15,2050-03-15,133466,70433,6.608,360,CA,Purchase,F,1-3 years,$0-$50k,Late (30-59 days),34,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1768,BW-3768,ARM,2021-09-13,2051-09-13,481200,321975,6.844,360,GA,Refinance,HR,3-5 years,$100k-$150k,Grace Period,41,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1769,BW-3769,VA,2021-07-25,2036-07-25,153603,76932,7.353,180,IL,Refinance,HR,5+ years,$50k-$100k,Late (60-89 days),5,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1770,BW-3770,FHA,2023-02-04,2053-02-04,418220,284712,5.957,360,NC,DebtConsolidation,D,3-5 years,$100k-$150k,Late (60-89 days),40,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-1771,BW-3771,ARM,2022-10-16,2052-10-16,114018,67472,7.284,360,IL,Refinance,C,5+ years,$100k-$150k,Current,0,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1772,BW-3772,VA,2021-09-09,2036-09-09,479048,432454,9.183,180,CA,Purchase,A,3-5 years,$0-$50k,Late (30-59 days),4,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-1773,BW-3773,Fixed,2021-07-13,2051-07-13,272869,197420,5.405,360,OH,Refinance,A,5+ years,$0-$50k,Grace Period,39,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-1774,BW-3774,VA,2022-04-24,2052-04-24,483360,361351,6.087,360,NY,Purchase,A,5+ years,$100k-$150k,Late (30-59 days),15,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1775,BW-3775,Fixed,2022-06-20,2052-06-20,331990,265188,4.467,360,FL,DebtConsolidation,C,< 1 year,$0-$50k,Grace Period,24,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1776,BW-3776,Fixed,2023-01-18,2053-01-18,163783,112872,5.212,360,MI,Purchase,E,1-3 years,$150k+,Late (30-59 days),5,Apex Servicing,2026-08-11,2026-08-27,,OriginationSystem
LN-1777,BW-3777,Fixed,2021-09-19,2051-09-19,198459,193898,7.542,360,MI,DebtConsolidation,E,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1778,BW-3778,Fixed,2024-07-08,2054-07-08,144873,74097,6.418,360,NY,DebtConsolidation,B,1-3 years,$50k-$100k,Late (60-89 days),30,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1779,BW-3779,VA,2022-05-03,2052-05-03,243796,189437,5.096,360,CA,Purchase,B,< 1 year,$0-$50k,Late (60-89 days),17,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1780,BW-3780,ARM,2022-08-07,2052-08-07,495667,296871,4.380,360,NC,DebtConsolidation,F,< 1 year,$150k+,Late (60-89 days),44,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-1781,BW-3781,ARM,2023-01-12,2053-01-12,340649,190449,4.055,360,IL,Refinance,D,1-3 years,$50k-$100k,Late (30-59 days),14,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1782,BW-3782,ARM,2021-03-18,2051-03-18,211595,197541,5.928,360,OH,DebtConsolidation,F,3-5 years,$0-$50k,Grace Period,14,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1783,BW-3783,VA,2024-02-15,2054-02-15,233242,220175,5.404,360,MI,DebtConsolidation,F,1-3 years,$0-$50k,Current,0,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1784,BW-3784,Fixed,2020-06-12,2050-06-12,141454,73933,6.714,360,FL,DebtConsolidation,F,1-3 years,$0-$50k,Late (30-59 days),23,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1785,BW-3785,VA,2024-01-16,2054-01-16,427899,332524,4.393,360,MI,Purchase,HR,1-3 years,$150k+,Current,0,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1786,BW-3786,FHA,2024-05-12,2054-05-12,232812,189499,5.147,360,GA,Refinance,F,5+ years,$150k+,Grace Period,24,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1787,BW-3787,FHA,2021-06-15,2051-06-15,452403,304129,8.946,360,MI,DebtConsolidation,HR,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-22,2026-08-27,,OriginationSystem
LN-1788,BW-3788,Fixed,2021-09-27,2036-09-27,407904,338531,8.727,180,PA,Refinance,HR,3-5 years,$0-$50k,Grace Period,36,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1789,BW-3789,Fixed,2023-11-17,2053-11-17,311126,297054,5.861,360,PA,Refinance,F,3-5 years,$150k+,Grace Period,17,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1790,BW-3790,ARM,2022-10-11,2052-10-11,419937,287446,3.935,360,GA,Purchase,F,< 1 year,$0-$50k,Late (60-89 days),18,Apex Servicing,2026-08-22,2026-08-27,,OriginationSystem
LN-1791,BW-3791,FHA,2021-03-02,2051-03-02,464119,401997,3.692,360,NC,DebtConsolidation,HR,5+ years,$50k-$100k,Current,0,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-1792,BW-3792,FHA,2023-10-25,2053-10-25,468689,417589,4.263,360,FL,Purchase,F,< 1 year,$100k-$150k,Grace Period,32,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1793,BW-3793,Fixed,2024-07-05,2039-07-05,168216,101911,8.346,180,TX,Purchase,F,5+ years,$100k-$150k,Grace Period,42,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-1794,BW-3794,FHA,2021-06-02,2051-06-02,317682,298404,7.876,360,CA,Refinance,D,5+ years,$100k-$150k,Current,0,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-1795,BW-3795,ARM,2023-06-22,2053-06-22,126025,69820,5.318,360,OH,Purchase,HR,< 1 year,$50k-$100k,Late (30-59 days),7,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-1796,BW-3796,Fixed,2023-11-14,2053-11-14,262298,180922,4.227,360,FL,DebtConsolidation,F,5+ years,$50k-$100k,Grace Period,38,Apex Servicing,2026-08-16,2026-08-27,,OriginationSystem
LN-1797,BW-3797,VA,2023-07-07,2053-07-07,474963,346229,6.880,360,IL,Refinance,A,3-5 years,$150k+,Late (60-89 days),27,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1798,BW-3798,VA,2024-08-15,2039-08-15,109403,58672,8.052,180,GA,DebtConsolidation,A,3-5 years,$150k+,Grace Period,22,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1799,BW-3799,ARM,2021-06-30,2051-06-30,196101,134926,8.418,360,NY,DebtConsolidation,E,3-5 years,$50k-$100k,Current,0,Summit Mortgage,2026-08-07,2026-08-27,,OriginationSystem
LN-1800,BW-3800,ARM,2021-01-17,2051-01-17,413560,343640,5.949,360,TX,DebtConsolidation,A,3-5 years,$0-$50k,Grace Period,21,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-1801,BW-3801,Fixed,2024-06-24,2054-06-24,325427,167090,3.875,360,TX,Purchase,A,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1802,BW-3802,ARM,2023-04-03,2053-04-03,224420,145241,6.687,360,NC,DebtConsolidation,B,< 1 year,$0-$50k,Current,0,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-1803,BW-3803,ARM,2020-05-02,2035-05-02,268492,202374,7.937,180,MI,DebtConsolidation,D,5+ years,$100k-$150k,Grace Period,3,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-1804,BW-3804,Fixed,2022-09-03,2052-09-03,286322,274257,6.292,360,FL,Purchase,HR,< 1 year,$50k-$100k,Late (30-59 days),29,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1805,BW-3805,FHA,2023-06-14,2053-06-14,294018,182170,4.707,360,MI,Refinance,C,3-5 years,$50k-$100k,Grace Period,38,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1806,BW-3806,ARM,2020-12-14,2050-12-14,202879,163893,5.477,360,MI,Refinance,HR,5+ years,$150k+,Late (60-89 days),2,Apex Servicing,2026-08-11,2026-08-27,,OriginationSystem
LN-1807,BW-3807,FHA,2024-10-23,2054-10-23,359593,215095,4.124,360,FL,DebtConsolidation,A,5+ years,$50k-$100k,Grace Period,25,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1808,BW-3808,FHA,2023-04-20,2053-04-20,229716,183035,5.153,360,MI,Refinance,B,1-3 years,$50k-$100k,Late (30-59 days),13,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1809,BW-3809,ARM,2023-09-25,2038-09-25,383540,240987,8.603,180,CA,Refinance,E,3-5 years,$150k+,Grace Period,23,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1810,BW-3810,ARM,2022-09-24,2037-09-24,196379,183513,6.595,180,IL,Refinance,C,3-5 years,$100k-$150k,Late (60-89 days),23,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1811,BW-3811,VA,2023-11-10,2053-11-10,262591,217069,8.248,360,CA,Refinance,D,3-5 years,$100k-$150k,Grace Period,17,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1812,BW-3812,FHA,2022-12-04,2052-12-04,214179,132408,4.437,360,MI,Refinance,A,5+ years,$0-$50k,Current,0,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1813,BW-3813,Fixed,2021-01-07,2051-01-07,127432,81386,5.303,360,OH,DebtConsolidation,E,1-3 years,$0-$50k,Late (60-89 days),8,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1814,BW-3814,FHA,2023-12-05,2053-12-05,242742,218302,5.879,360,OH,DebtConsolidation,F,1-3 years,$150k+,Late (60-89 days),42,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1815,BW-3815,FHA,2023-07-24,2053-07-24,358410,295464,5.592,360,GA,Purchase,D,5+ years,$50k-$100k,Late (60-89 days),20,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1816,BW-3816,ARM,2024-05-07,2054-05-07,121093,66307,6.453,360,IL,DebtConsolidation,D,3-5 years,$50k-$100k,Grace Period,12,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1817,BW-3817,ARM,2022-08-27,2052-08-27,159081,81051,8.003,360,NC,DebtConsolidation,E,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-1818,BW-3818,Fixed,2023-08-23,2053-08-23,206278,110553,5.689,360,IL,Refinance,D,1-3 years,$0-$50k,Late (30-59 days),31,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1819,BW-3819,FHA,2020-10-16,2050-10-16,203379,102170,9.155,360,FL,DebtConsolidation,E,3-5 years,$50k-$100k,Grace Period,10,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1820,BW-3820,VA,2020-10-11,2050-10-11,337616,239228,8.840,360,CA,DebtConsolidation,HR,1-3 years,$0-$50k,Late (60-89 days),31,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-1821,BW-3821,Fixed,2020-03-26,2050-03-26,431640,410394,7.168,360,FL,Purchase,D,< 1 year,$50k-$100k,Late (60-89 days),42,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1822,BW-3822,FHA,2021-03-25,2051-03-25,232525,206277,3.862,360,MI,Purchase,HR,5+ years,$0-$50k,Late (30-59 days),0,Apex Servicing,2026-08-22,2026-08-27,,OriginationSystem
LN-1823,BW-3823,VA,2021-10-03,2051-10-03,229347,196934,9.430,360,NC,Purchase,D,3-5 years,$0-$50k,Late (60-89 days),5,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-1824,BW-3824,VA,2023-01-17,2053-01-17,203374,163512,5.506,360,PA,DebtConsolidation,B,5+ years,$100k-$150k,Late (30-59 days),17,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1825,BW-3825,Fixed,2024-11-14,2054-11-14,103541,79218,3.661,360,GA,Purchase,D,5+ years,$50k-$100k,Current,0,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1826,BW-3826,ARM,2023-01-11,2053-01-11,357468,213066,7.449,360,PA,Refinance,F,3-5 years,$0-$50k,Late (60-89 days),36,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1827,BW-3827,FHA,2022-06-05,2037-06-05,306334,259277,9.185,180,CA,Purchase,HR,< 1 year,$100k-$150k,Late (30-59 days),20,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
